"file","page","category","keyword","snippet"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","1","Collaboration","expertise","in the research and development of human therapeutics and the biopharmaceutical industry, including medicine, scientific research, drug development, supply chain, R&D related risks, or other relevant expertise. If the Company’s head of research and development is also a director, he or she is expected to be a member of the Committee. The Committee will work closely with the Company’s Chief Scientific Offic"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","1","Control","risk","ave scientific expertise in the research and development of human therapeutics and the biopharmaceutical industry, including medicine, scientific research, drug development, supply chain, R&D related risks, or other relevant expertise. If the Company’s head of research and development is also a director, he or she is expected to be a member of the Committee. The Committee will work closely with the Co"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","1","Product/Project-Specific","product","entific strategy, scientific infrastructure, major research and development programs, as well as proposed major partnerships, business development opportunities, and initiatives to license or acquire products and technologies. The Committee’s actions will generally be related to policy and strategy, but members of the Committee may be asked by management for technical advice relating to current or propos"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","1","Control","oversight","PURPOSE AND SCOPE The purpose of the Science and Technology Committee (the “Committee”) of the Board of Directors (the “Board”) of Intellia Therapeutics, Inc. (the “Company”) is to assist the Board’s oversight of the Company’s strategy. The Committee will periodically review the Company’s scientific research and development activities and strategy, and report to the Board regarding Company’s research and d"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","1","Collaboration","recommend","utives and staff of the Company may be invited to attend and/or contribute to Committee meetings, as appropriate. 2. Selection and Removal. The Board shall elect the members of the Committee upon the recommendation of the Nominating and Corporate Governance Committee of the Board. A member of the Committee shall be automatically removed if the member is no longer a director of the Company. The Board, in it"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","1","Collaboration","recommend","mbers of the Committee from the Committee. 3. Chair. The Board shall designate a member of the Committee who is an independent director to serve as chairperson of the Committee (the “Chair”) upon the recommendation of the Nominating and Corporate Governance Committee of the 1"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","1","Control","governance","to attend and/or contribute to Committee meetings, as appropriate. 2. Selection and Removal. The Board shall elect the members of the Committee upon the recommendation of the Nominating and Corporate Governance Committee of the Board. A member of the Committee shall be automatically removed if the member is no longer a director of the Company. The Board, in its sole discretion, may remove members of the Com"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","1","Control","governance","hair. The Board shall designate a member of the Committee who is an independent director to serve as chairperson of the Committee (the “Chair”) upon the recommendation of the Nominating and Corporate Governance Committee of the 1"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","1","Product/Project-Specific","project","nd technologies. The Committee’s actions will generally be related to policy and strategy, but members of the Committee may be asked by management for technical advice relating to current or proposed projects and investments. Management is responsible for the operation and administration of, as well as planning and execution by the technical operations, research and development functions. B. COMPOSITION"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","1","Collaboration","partnership","the Board on matters relating to the direction of, and investment in, the Company’s scientific strategy, scientific infrastructure, major research and development programs, as well as proposed major partnerships, business development opportunities, and initiatives to license or acquire products and technologies. The Committee’s actions will generally be related to policy and strategy, but members of the Com"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","1","Product/Project-Specific","program","r, advise and report periodically to the Board on matters relating to the direction of, and investment in, the Company’s scientific strategy, scientific infrastructure, major research and development programs, as well as proposed major partnerships, business development opportunities, and initiatives to license or acquire products and technologies. The Committee’s actions will generally be related to pol"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","2","Product/Project-Specific","development","as needed or requested by the Board or by the Chief Executive Officer, Chief Scientific Officer or Chief Technical Officer, or other officers of the Company with similar responsibility for research, development, and manufacturing, to review proposed emerging scientific matters. Meetings of the Committee may be held in person or telephonically as the Committee deems appropriate. The Committee may also act by"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","2","Collaboration","propose","the Chief Executive Officer, Chief Scientific Officer or Chief Technical Officer, or other officers of the Company with similar responsibility for research, development, and manufacturing, to review proposed emerging scientific matters. Meetings of the Committee may be held in person or telephonically as the Committee deems appropriate. The Committee may also act by unanimous written consent in lieu of"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","2","Collaboration","propose","single member), as it deems appropriate from time to time under the circumstances. 6. Charter. The Committee shall review and reassess the adequacy of this Charter at least annually and recommend any proposed changes to the Board for consideration and approval. 7. Independent Advisors. The Committee shall have the authority to engage such external consultants and advisors as it deems necessary or appropr"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","2","Collaboration","consult","elephonically as the Committee deems appropriate. The Committee may also act by unanimous written consent in lieu of a meeting. The Committee may from time to time request that any officer, employee, consultant or advisor of the Company participate in a meeting. 3. Quorum. Participation by a majority of the members of the Committee shall constitute a quorum sufficient for the taking of any action by the"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","2","Collaboration","consult","this Charter at least annually and recommend any proposed changes to the Board for consideration and approval. 7. Independent Advisors. The Committee shall have the authority to engage such external consultants and advisors as it deems necessary or appropriate to carry out its responsibilities. The Company must provide for appropriate funding, as determined by the Committee, for payment of reasonable co"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","2","Collaboration","consult","deems necessary or appropriate to carry out its responsibilities. The Company must provide for appropriate funding, as determined by the Committee, for payment of reasonable compensation to any such consultant or other advisor. D. RESPONSIBILITIES AND DUTIES 1. General. The Committee shall discharge its responsibilities and shall assess the 2"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","2","Legal/Compliance/Risk","review","d or by the Chief Executive Officer, Chief Scientific Officer or Chief Technical Officer, or other officers of the Company with similar responsibility for research, development, and manufacturing, to review proposed emerging scientific matters. Meetings of the Committee may be held in person or telephonically as the Committee deems appropriate. The Committee may also act by unanimous written consent in"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","2","Legal/Compliance/Risk","review","ate authority to one or more subcommittees (including a subcommittee consisting of a single member), as it deems appropriate from time to time under the circumstances. 6. Charter. The Committee shall review and reassess the adequacy of this Charter at least annually and recommend any proposed changes to the Board for consideration and approval. 7. Independent Advisors. The Committee shall have the autho"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","2","R&D Strategy","funding","he Committee shall have the authority to engage such external consultants and advisors as it deems necessary or appropriate to carry out its responsibilities. The Company must provide for appropriate funding, as determined by the Committee, for payment of reasonable compensation to any such consultant or other advisor. D. RESPONSIBILITIES AND DUTIES 1. General. The Committee shall discharge its responsib"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","2","Collaboration","recommend","nsisting of a single member), as it deems appropriate from time to time under the circumstances. 6. Charter. The Committee shall review and reassess the adequacy of this Charter at least annually and recommend any proposed changes to the Board for consideration and approval. 7. Independent Advisors. The Committee shall have the authority to engage such external consultants and advisors as it deems necessar"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Product/Project-Specific","development","its business judgment. The Committee is intended to provide strategic evaluation and input on major programmatic areas, initiatives, and issues but not to engage at the level of specific research and development management decisions normally made by the Company, unless advice in such areas is requested. The Committee will strive, wherever feasible, to encourage utilization of existing research and developmen"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Product/Project-Specific","development","evelopment management decisions normally made by the Company, unless advice in such areas is requested. The Committee will strive, wherever feasible, to encourage utilization of existing research and development materials and presentations for its meetings to reduce unneeded duplicative effort by staff of the Company. The Committee will work with the Chief Scientific Officer and Chief Technical Officer, or o"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Product/Project-Specific","development","ative effort by staff of the Company. The Committee will work with the Chief Scientific Officer and Chief Technical Officer, or other officers of the Company with similar responsibility for research, development, and manufacturing, to encourage visibility of and interactions with staff scientists at its meetings, when appropriate, to provide a broad picture of the research and development organization, inclu"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Product/Project-Specific","development","ility for research, development, and manufacturing, to encourage visibility of and interactions with staff scientists at its meetings, when appropriate, to provide a broad picture of the research and development organization, including succession; and to signal the Board’s support for the scientific enterprise. 2. Science and Technology Matters. In discharging its responsibilities, the Committee, in collabor"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Product/Project-Specific","development","hnology Matters. In discharging its responsibilities, the Committee, in collaboration with the Chief Scientific Officer, or another officer of the Company with similar responsibility for research and development, will manage the meeting agenda and may: a. Review, evaluate, and advise the Board regarding the long-term and strategic goals, and the quality and direction, of the Company’s science and technology"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Product/Project-Specific","development","and external programs and investments. b. Assess progress of scientific program implementation and execution, including pipeline progress. c. Assess the infrastructure and talent of the research and development organizations of the Company. d. Consider significant emerging science and technology issues and trends that may impact, or present an opportunity for, the Company. e. Evaluate and advise on the soun"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Product/Project-Specific","development","uate and advise on the soundness, opportunities and risks associated with the products, programs and technologies in which the Company is, or is considering, investing its technology and research and development efforts, including risks and opportunities related to the Company’s manufacturing and regulatory strategies. f. Review such other topics as delegated to the Committee from time to time by the Board."
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Legal/Compliance/Risk","regulatory","nd technologies in which the Company is, or is considering, investing its technology and research and development efforts, including risks and opportunities related to the Company’s manufacturing and regulatory strategies. f. Review such other topics as delegated to the Committee from time to time by the Board. g. Evaluate this Charter and the performance of the Committee at least once annually. Adopted by"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Collaboration","collaboration","elopment organization, including succession; and to signal the Board’s support for the scientific enterprise. 2. Science and Technology Matters. In discharging its responsibilities, the Committee, in collaboration with the Chief Scientific Officer, or another officer of the Company with similar responsibility for research and development, will manage the meeting agenda and may: a. Review, evaluate, and advise"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","R&D Strategy","pipeline","d technology programs and investments, including current and potential internal and external programs and investments. b. Assess progress of scientific program implementation and execution, including pipeline progress. c. Assess the infrastructure and talent of the research and development organizations of the Company. d. Consider significant emerging science and technology issues and trends that may impa"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Legal/Compliance/Risk","review","e Committee, in collaboration with the Chief Scientific Officer, or another officer of the Company with similar responsibility for research and development, will manage the meeting agenda and may: a. Review, evaluate, and advise the Board regarding the long-term and strategic goals, and the quality and direction, of the Company’s science and technology programs and investments, including current and pot"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Legal/Compliance/Risk","review","he Company is, or is considering, investing its technology and research and development efforts, including risks and opportunities related to the Company’s manufacturing and regulatory strategies. f. Review such other topics as delegated to the Committee from time to time by the Board. g. Evaluate this Charter and the performance of the Committee at least once annually. Adopted by the Board of Directors"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","R&D Strategy","research and development","ordance with its business judgment. The Committee is intended to provide strategic evaluation and input on major programmatic areas, initiatives, and issues but not to engage at the level of specific research and development management decisions normally made by the Company, unless advice in such areas is requested. The Committee will strive, wherever feasible, to encourage utilization of existing research and developmen"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","R&D Strategy","research and development","esearch and development management decisions normally made by the Company, unless advice in such areas is requested. The Committee will strive, wherever feasible, to encourage utilization of existing research and development materials and presentations for its meetings to reduce unneeded duplicative effort by staff of the Company. The Committee will work with the Chief Scientific Officer and Chief Technical Officer, or o"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","R&D Strategy","research and development","lar responsibility for research, development, and manufacturing, to encourage visibility of and interactions with staff scientists at its meetings, when appropriate, to provide a broad picture of the research and development organization, including succession; and to signal the Board’s support for the scientific enterprise. 2. Science and Technology Matters. In discharging its responsibilities, the Committee, in collabor"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","R&D Strategy","research and development","ience and Technology Matters. In discharging its responsibilities, the Committee, in collaboration with the Chief Scientific Officer, or another officer of the Company with similar responsibility for research and development, will manage the meeting agenda and may: a. Review, evaluate, and advise the Board regarding the long-term and strategic goals, and the quality and direction, of the Company’s science and technology"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","R&D Strategy","research and development","tial internal and external programs and investments. b. Assess progress of scientific program implementation and execution, including pipeline progress. c. Assess the infrastructure and talent of the research and development organizations of the Company. d. Consider significant emerging science and technology issues and trends that may impact, or present an opportunity for, the Company. e. Evaluate and advise on the soun"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","R&D Strategy","research and development","pany. e. Evaluate and advise on the soundness, opportunities and risks associated with the products, programs and technologies in which the Company is, or is considering, investing its technology and research and development efforts, including risks and opportunities related to the Company’s manufacturing and regulatory strategies. f. Review such other topics as delegated to the Committee from time to time by the Board."
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Product/Project-Specific","initiative","information provided by the Company’s management, in accordance with its business judgment. The Committee is intended to provide strategic evaluation and input on major programmatic areas, initiatives, and issues but not to engage at the level of specific research and development management decisions normally made by the Company, unless advice in such areas is requested. The Committee will strive"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Collaboration","advise","oration with the Chief Scientific Officer, or another officer of the Company with similar responsibility for research and development, will manage the meeting agenda and may: a. Review, evaluate, and advise the Board regarding the long-term and strategic goals, and the quality and direction, of the Company’s science and technology programs and investments, including current and potential internal and ex"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Collaboration","advise","ch and development organizations of the Company. d. Consider significant emerging science and technology issues and trends that may impact, or present an opportunity for, the Company. e. Evaluate and advise on the soundness, opportunities and risks associated with the products, programs and technologies in which the Company is, or is considering, investing its technology and research and development eff"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Control","evaluate","tee, in collaboration with the Chief Scientific Officer, or another officer of the Company with similar responsibility for research and development, will manage the meeting agenda and may: a. Review, evaluate, and advise the Board regarding the long-term and strategic goals, and the quality and direction, of the Company’s science and technology programs and investments, including current and potential int"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Control","evaluate","of the research and development organizations of the Company. d. Consider significant emerging science and technology issues and trends that may impact, or present an opportunity for, the Company. e. Evaluate and advise on the soundness, opportunities and risks associated with the products, programs and technologies in which the Company is, or is considering, investing its technology and research and deve"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Control","evaluate","forts, including risks and opportunities related to the Company’s manufacturing and regulatory strategies. f. Review such other topics as delegated to the Committee from time to time by the Board. g. Evaluate this Charter and the performance of the Committee at least once annually. Adopted by the Board of Directors of the Company and effective as of April 10, 2024 3"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Control","risk","pany. d. Consider significant emerging science and technology issues and trends that may impact, or present an opportunity for, the Company. e. Evaluate and advise on the soundness, opportunities and risks associated with the products, programs and technologies in which the Company is, or is considering, investing its technology and research and development efforts, including risks and opportunities r"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Control","risk","s, opportunities and risks associated with the products, programs and technologies in which the Company is, or is considering, investing its technology and research and development efforts, including risks and opportunities related to the Company’s manufacturing and regulatory strategies. f. Review such other topics as delegated to the Committee from time to time by the Board. g. Evaluate this Charter"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Product/Project-Specific","product","ant emerging science and technology issues and trends that may impact, or present an opportunity for, the Company. e. Evaluate and advise on the soundness, opportunities and risks associated with the products, programs and technologies in which the Company is, or is considering, investing its technology and research and development efforts, including risks and opportunities related to the Company’s manuf"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Collaboration","support","y of and interactions with staff scientists at its meetings, when appropriate, to provide a broad picture of the research and development organization, including succession; and to signal the Board’s support for the scientific enterprise. 2. Science and Technology Matters. In discharging its responsibilities, the Committee, in collaboration with the Chief Scientific Officer, or another officer of the Com"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Product/Project-Specific","program","information provided by the Company’s management, in accordance with its business judgment. The Committee is intended to provide strategic evaluation and input on major programmatic areas, initiatives, and issues but not to engage at the level of specific research and development management decisions normally made by the Company, unless advice in such areas is requested. Th"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Product/Project-Specific","program",", will manage the meeting agenda and may: a. Review, evaluate, and advise the Board regarding the long-term and strategic goals, and the quality and direction, of the Company’s science and technology programs and investments, including current and potential internal and external programs and investments. b. Assess progress of scientific program implementation and execution, including pipeline progress. c"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Product/Project-Specific","program","ard regarding the long-term and strategic goals, and the quality and direction, of the Company’s science and technology programs and investments, including current and potential internal and external programs and investments. b. Assess progress of scientific program implementation and execution, including pipeline progress. c. Assess the infrastructure and talent of the research and development organizat"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Product/Project-Specific","program","ality and direction, of the Company’s science and technology programs and investments, including current and potential internal and external programs and investments. b. Assess progress of scientific program implementation and execution, including pipeline progress. c. Assess the infrastructure and talent of the research and development organizations of the Company. d. Consider significant emerging scien"
"Intellia Therapeutics INC_Science and Technology Committee Charter.pdf","3","Product/Project-Specific","program","ng science and technology issues and trends that may impact, or present an opportunity for, the Company. e. Evaluate and advise on the soundness, opportunities and risks associated with the products, programs and technologies in which the Company is, or is considering, investing its technology and research and development efforts, including risks and opportunities related to the Company’s manufacturing a"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Product/Project-Specific","development","IVERIC BIO, INC. RESEARCH AND DEVELOPMENT COMMITTEE CHARTER A. Purpose The purpose of the Research and Development Committee (the “R&D Committee”) of the Board of Directors (the “Board”) of IVERIC bio, Inc. (the “Company”) is to assist the B"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Product/Project-Specific","development","IVERIC BIO, INC. RESEARCH AND DEVELOPMENT COMMITTEE CHARTER A. Purpose The purpose of the Research and Development Committee (the “R&D Committee”) of the Board of Directors (the “Board”) of IVERIC bio, Inc. (the “Company”) is to assist the Board’s oversight of the Company’s research and development activities. Th"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Product/Project-Specific","development","e Research and Development Committee (the “R&D Committee”) of the Board of Directors (the “Board”) of IVERIC bio, Inc. (the “Company”) is to assist the Board’s oversight of the Company’s research and development activities. The R&D Committee shall be responsible for: • reviewing and evaluating the design of the Company’s clinical trials; • tracking and evaluating the progress of all ongoing clinical trials;"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Legal/Compliance/Risk","audit","ing the clinical trials, including without limitation, the U.S. Food and Drug Administration (the “FDA”); and • working in conjunction with the Company’s management-level Disclosure Committee and the Audit Committee to facilitate the Board’s oversight of disclosure controls with respect to the Company’s public disclosures regarding the status of any clinical trials undertaken by the Company, as well as"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Legal/Compliance/Risk","regulatory","• reviewing and evaluating the design of the Company’s clinical trials; • tracking and evaluating the progress of all ongoing clinical trials; • tracking the Company’s ongoing relationships with any regulatory agency governing the clinical trials, including without limitation, the U.S. Food and Drug Administration (the “FDA”); and • working in conjunction with the Company’s management-level Disclosure Comm"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Legal/Compliance/Risk","regulatory","the Board’s oversight of disclosure controls with respect to the Company’s public disclosures regarding the status of any clinical trials undertaken by the Company, as well as communications with any regulatory agency governing the clinical trials, including without limitation, the FDA. B. Structure and Membership 1. Number. The R&D Committee shall consist of such number of directors as the Board shall from"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Collaboration","facilitate","ials, including without limitation, the U.S. Food and Drug Administration (the “FDA”); and • working in conjunction with the Company’s management-level Disclosure Committee and the Audit Committee to facilitate the Board’s oversight of disclosure controls with respect to the Company’s public disclosures regarding the status of any clinical trials undertaken by the Company, as well as communications with any"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","R&D Strategy","r&d","IVERIC BIO, INC. RESEARCH AND DEVELOPMENT COMMITTEE CHARTER A. Purpose The purpose of the Research and Development Committee (the “R&D Committee”) of the Board of Directors (the “Board”) of IVERIC bio, Inc. (the “Company”) is to assist the Board’s oversight of the Company’s research and development activities. The R&D Committee shal"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","R&D Strategy","r&d","ommittee (the “R&D Committee”) of the Board of Directors (the “Board”) of IVERIC bio, Inc. (the “Company”) is to assist the Board’s oversight of the Company’s research and development activities. The R&D Committee shall be responsible for: • reviewing and evaluating the design of the Company’s clinical trials; • tracking and evaluating the progress of all ongoing clinical trials; • tracking the Compa"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","R&D Strategy","r&d","trials undertaken by the Company, as well as communications with any regulatory agency governing the clinical trials, including without limitation, the FDA. B. Structure and Membership 1. Number. The R&D Committee shall consist of such number of directors as the Board shall from time to time determine. 2. Chair. Unless the Board elects a Chair of the R&D Committee, the R&D Committee shall elect a Cha"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","R&D Strategy","r&d","DA. B. Structure and Membership 1. Number. The R&D Committee shall consist of such number of directors as the Board shall from time to time determine. 2. Chair. Unless the Board elects a Chair of the R&D Committee, the R&D Committee shall elect a Chair by majority vote. 3. Compensation. The compensation of R&D Committee members shall be as determined by the Board. 4. Selection and Removal. Members of"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","R&D Strategy","r&d","d Membership 1. Number. The R&D Committee shall consist of such number of directors as the Board shall from time to time determine. 2. Chair. Unless the Board elects a Chair of the R&D Committee, the R&D Committee shall elect a Chair by majority vote. 3. Compensation. The compensation of R&D Committee members shall be as determined by the Board. 4. Selection and Removal. Members of the R&D Committee"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","R&D Strategy","r&d","e Board shall from time to time determine. 2. Chair. Unless the Board elects a Chair of the R&D Committee, the R&D Committee shall elect a Chair by majority vote. 3. Compensation. The compensation of R&D Committee members shall be as determined by the Board. 4. Selection and Removal. Members of the R&D Committee shall be appointed by the Board, upon the recommendation of the Nominating and Corporate"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","R&D Strategy","r&d","ittee, the R&D Committee shall elect a Chair by majority vote. 3. Compensation. The compensation of R&D Committee members shall be as determined by the Board. 4. Selection and Removal. Members of the R&D Committee shall be appointed by the Board, upon the recommendation of the Nominating and Corporate Governance Committee. The Board may remove members of the R&D Committee from such committee, with or"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","R&D Strategy","r&d","Selection and Removal. Members of the R&D Committee shall be appointed by the Board, upon the recommendation of the Nominating and Corporate Governance Committee. The Board may remove members of the R&D Committee from such committee, with or without cause. C. Authority and Responsibilities 1. General. The R&D Committee shall discharge its responsibilities, and shall assess the information provided b"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","R&D Strategy","r&d","n of the Nominating and Corporate Governance Committee. The Board may remove members of the R&D Committee from such committee, with or without cause. C. Authority and Responsibilities 1. General. The R&D Committee shall discharge its responsibilities, and shall assess the information provided by the Company’s management, in accordance with its business judgment."
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Legal/Compliance/Risk","review","d of Directors (the “Board”) of IVERIC bio, Inc. (the “Company”) is to assist the Board’s oversight of the Company’s research and development activities. The R&D Committee shall be responsible for: • reviewing and evaluating the design of the Company’s clinical trials; • tracking and evaluating the progress of all ongoing clinical trials; • tracking the Company’s ongoing relationships with any regulator"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","R&D Strategy","research and development","IVERIC BIO, INC. RESEARCH AND DEVELOPMENT COMMITTEE CHARTER A. Purpose The purpose of the Research and Development Committee (the “R&D Committee”) of the Board of Directors (the “Board”) of IVERIC bio, Inc. (the “Company”) is to assist the B"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","R&D Strategy","research and development","IVERIC BIO, INC. RESEARCH AND DEVELOPMENT COMMITTEE CHARTER A. Purpose The purpose of the Research and Development Committee (the “R&D Committee”) of the Board of Directors (the “Board”) of IVERIC bio, Inc. (the “Company”) is to assist the Board’s oversight of the Company’s research and development activities. Th"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","R&D Strategy","research and development","purpose of the Research and Development Committee (the “R&D Committee”) of the Board of Directors (the “Board”) of IVERIC bio, Inc. (the “Company”) is to assist the Board’s oversight of the Company’s research and development activities. The R&D Committee shall be responsible for: • reviewing and evaluating the design of the Company’s clinical trials; • tracking and evaluating the progress of all ongoing clinical trials;"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Collaboration","communication","Committee to facilitate the Board’s oversight of disclosure controls with respect to the Company’s public disclosures regarding the status of any clinical trials undertaken by the Company, as well as communications with any regulatory agency governing the clinical trials, including without limitation, the FDA. B. Structure and Membership 1. Number. The R&D Committee shall consist of such number of directors as"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Product/Project-Specific","drug","g the progress of all ongoing clinical trials; • tracking the Company’s ongoing relationships with any regulatory agency governing the clinical trials, including without limitation, the U.S. Food and Drug Administration (the “FDA”); and • working in conjunction with the Company’s management-level Disclosure Committee and the Audit Committee to facilitate the Board’s oversight of disclosure controls wi"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Collaboration","assist","DEVELOPMENT COMMITTEE CHARTER A. Purpose The purpose of the Research and Development Committee (the “R&D Committee”) of the Board of Directors (the “Board”) of IVERIC bio, Inc. (the “Company”) is to assist the Board’s oversight of the Company’s research and development activities. The R&D Committee shall be responsible for: • reviewing and evaluating the design of the Company’s clinical trials; • track"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Legal/Compliance/Risk","disclosure","any regulatory agency governing the clinical trials, including without limitation, the U.S. Food and Drug Administration (the “FDA”); and • working in conjunction with the Company’s management-level Disclosure Committee and the Audit Committee to facilitate the Board’s oversight of disclosure controls with respect to the Company’s public disclosures regarding the status of any clinical trials undertaken by"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Legal/Compliance/Risk","disclosure","the U.S. Food and Drug Administration (the “FDA”); and • working in conjunction with the Company’s management-level Disclosure Committee and the Audit Committee to facilitate the Board’s oversight of disclosure controls with respect to the Company’s public disclosures regarding the status of any clinical trials undertaken by the Company, as well as communications with any regulatory agency governing the cli"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Legal/Compliance/Risk","disclosure","working in conjunction with the Company’s management-level Disclosure Committee and the Audit Committee to facilitate the Board’s oversight of disclosure controls with respect to the Company’s public disclosures regarding the status of any clinical trials undertaken by the Company, as well as communications with any regulatory agency governing the clinical trials, including without limitation, the FDA. B. S"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Control","oversight","TEE CHARTER A. Purpose The purpose of the Research and Development Committee (the “R&D Committee”) of the Board of Directors (the “Board”) of IVERIC bio, Inc. (the “Company”) is to assist the Board’s oversight of the Company’s research and development activities. The R&D Committee shall be responsible for: • reviewing and evaluating the design of the Company’s clinical trials; • tracking and evaluating the"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Control","oversight","limitation, the U.S. Food and Drug Administration (the “FDA”); and • working in conjunction with the Company’s management-level Disclosure Committee and the Audit Committee to facilitate the Board’s oversight of disclosure controls with respect to the Company’s public disclosures regarding the status of any clinical trials undertaken by the Company, as well as communications with any regulatory agency gov"
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Collaboration","recommend","vote. 3. Compensation. The compensation of R&D Committee members shall be as determined by the Board. 4. Selection and Removal. Members of the R&D Committee shall be appointed by the Board, upon the recommendation of the Nominating and Corporate Governance Committee. The Board may remove members of the R&D Committee from such committee, with or without cause. C. Authority and Responsibilities 1. General."
"Iveric Bio Inc_Research and Development Committee Charter.pdf","1","Product/Project-Specific","clinical trial","“Company”) is to assist the Board’s oversight of the Company’s research and development activities. The R&D Committee shall be responsible for: • reviewing and evaluating the design of the Company’s clinical trials; • tracking and evaluating the progress of all ongoing clinical trials; • tracking the Company’s ongoing relationships with any regulatory agency governing the clinical trials, including without lim"
